audio_file,speaker_id,speaker_name,speaker_gender,chapter_id,chapter_title,book_id,book_title,utterance_id,chapter_duration_minutes,duration_seconds,duration_minutes,duration_source,duration_diff_percent,transcript_word_count,transcript_word_count_actual,speaking_rate_words_per_sec,file_size_bytes,subset,transcript_sample,transcript_full
1272-135031-0000.flac,1272,John Rose,M,135031,King Kaliko,956,Tik-Tok of Oz,0000,2.25,10.88,0.181,mutagen_accurate,46.4,26,26,2.39,219564,dev-clean,BECAUSE YOU WERE SLEEPING INSTEAD OF CONQUERING THE LOVELY ROSE PRINCESS HAS BECOME A FIDDLE WITHOUT,BECAUSE YOU WERE SLEEPING INSTEAD OF CONQUERING THE LOVELY ROSE PRINCESS HAS BECOME A FIDDLE WITHOUT A BOW WHILE POOR SHAGGY SITS THERE A COOING DOVE
1272-135031-0001.flac,1272,John Rose,M,135031,King Kaliko,956,Tik-Tok of Oz,0001,2.25,11.13,0.186,mutagen_accurate,39.1,28,28,2.52,218848,dev-clean,HE HAS GONE AND GONE FOR GOOD ANSWERED POLYCHROME WHO HAD MANAGED TO SQUEEZE INTO THE ROOM BESIDE TH,HE HAS GONE AND GONE FOR GOOD ANSWERED POLYCHROME WHO HAD MANAGED TO SQUEEZE INTO THE ROOM BESIDE THE DRAGON AND HAD WITNESSED THE OCCURRENCES WITH MUCH INTEREST
1272-135031-0002.flac,1272,John Rose,M,135031,King Kaliko,956,Tik-Tok of Oz,0002,2.25,11.47,0.191,mutagen_accurate,29.5,31,31,2.7,229038,dev-clean,I HAVE REMAINED A PRISONER ONLY BECAUSE I WISHED TO BE ONE AND WITH THIS HE STEPPED FORWARD AND BURS,I HAVE REMAINED A PRISONER ONLY BECAUSE I WISHED TO BE ONE AND WITH THIS HE STEPPED FORWARD AND BURST THE STOUT CHAINS AS EASILY AS IF THEY HAD BEEN THREADS
1272-135031-0003.flac,1272,John Rose,M,135031,King Kaliko,956,Tik-Tok of Oz,0003,2.25,4.75,0.079,mutagen_accurate,10.7,15,15,3.16,97050,dev-clean,THE LITTLE GIRL HAD BEEN ASLEEP BUT SHE HEARD THE RAPS AND OPENED THE DOOR,THE LITTLE GIRL HAD BEEN ASLEEP BUT SHE HEARD THE RAPS AND OPENED THE DOOR
1272-135031-0004.flac,1272,John Rose,M,135031,King Kaliko,956,Tik-Tok of Oz,0004,2.25,4.22,0.07,mutagen_accurate,13.7,13,13,3.08,91069,dev-clean,THE KING HAS FLED IN DISGRACE AND YOUR FRIENDS ARE ASKING FOR YOU,THE KING HAS FLED IN DISGRACE AND YOUR FRIENDS ARE ASKING FOR YOU
1272-135031-0005.flac,1272,John Rose,M,135031,King Kaliko,956,Tik-Tok of Oz,0005,2.25,4.62,0.077,mutagen_accurate,7.7,15,15,3.25,99754,dev-clean,I BEGGED RUGGEDO LONG AGO TO SEND HIM AWAY BUT HE WOULD NOT DO SO,I BEGGED RUGGEDO LONG AGO TO SEND HIM AWAY BUT HE WOULD NOT DO SO
1272-135031-0006.flac,1272,John Rose,M,135031,King Kaliko,956,Tik-Tok of Oz,0006,2.25,4.09,0.068,mutagen_accurate,2.2,14,14,3.42,87310,dev-clean,I ALSO OFFERED TO HELP YOUR BROTHER TO ESCAPE BUT HE WOULD NOT GO,I ALSO OFFERED TO HELP YOUR BROTHER TO ESCAPE BUT HE WOULD NOT GO
1272-135031-0007.flac,1272,John Rose,M,135031,King Kaliko,956,Tik-Tok of Oz,0007,2.25,4.05,0.067,mutagen_accurate,41.6,10,10,2.47,89078,dev-clean,HE EATS AND SLEEPS VERY STEADILY REPLIED THE NEW KING,HE EATS AND SLEEPS VERY STEADILY REPLIED THE NEW KING
1272-135031-0008.flac,1272,John Rose,M,135031,King Kaliko,956,Tik-Tok of Oz,0008,2.25,3.67,0.061,mutagen_accurate,42.8,9,9,2.45,80403,dev-clean,I HOPE HE DOESN'T WORK TOO HARD SAID SHAGGY,I HOPE HE DOESN'T WORK TOO HARD SAID SHAGGY
1272-135031-0009.flac,1272,John Rose,M,135031,King Kaliko,956,Tik-Tok of Oz,0009,2.25,1.91,0.032,mutagen_accurate,4.5,5,5,2.62,42378,dev-clean,HE DOESN'T WORK AT ALL,HE DOESN'T WORK AT ALL
1272-135031-0010.flac,1272,John Rose,M,135031,King Kaliko,956,Tik-Tok of Oz,0010,2.25,8.99,0.15,mutagen_accurate,4.9,30,30,3.34,186553,dev-clean,IN FACT THERE IS NOTHING HE CAN DO IN THESE DOMINIONS AS WELL AS OUR NOMES WHOSE NUMBERS ARE SO GREA,IN FACT THERE IS NOTHING HE CAN DO IN THESE DOMINIONS AS WELL AS OUR NOMES WHOSE NUMBERS ARE SO GREAT THAT IT WORRIES US TO KEEP THEM ALL BUSY
1272-135031-0011.flac,1272,John Rose,M,135031,King Kaliko,956,Tik-Tok of Oz,0011,2.25,3.18,0.053,mutagen_accurate,59.0,4,4,1.26,68286,dev-clean,NOT EXACTLY RETURNED KALIKO,NOT EXACTLY RETURNED KALIKO
1272-135031-0012.flac,1272,John Rose,M,135031,King Kaliko,956,Tik-Tok of Oz,0012,2.25,2.04,0.034,mutagen_accurate,2.0,5,5,2.45,47997,dev-clean,WHERE IS MY BROTHER NOW,WHERE IS MY BROTHER NOW
1272-135031-0013.flac,1272,John Rose,M,135031,King Kaliko,956,Tik-Tok of Oz,0013,2.25,3.7,0.062,mutagen_accurate,85.0,6,6,1.62,75960,dev-clean,INQUIRED SHAGGY IN THE METAL FOREST,INQUIRED SHAGGY IN THE METAL FOREST
1272-135031-0014.flac,1272,John Rose,M,135031,King Kaliko,956,Tik-Tok of Oz,0014,2.25,1.74,0.029,mutagen_accurate,13.0,3,3,1.72,38589,dev-clean,WHERE IS THAT,WHERE IS THAT
1272-135031-0015.flac,1272,John Rose,M,135031,King Kaliko,956,Tik-Tok of Oz,0015,2.25,7.38,0.123,mutagen_accurate,51.9,17,17,2.3,152362,dev-clean,THE METAL FOREST IS IN THE GREAT DOMED CAVERN THE LARGEST IN ALL OUR DOMINIONS REPLIED KALIKO,THE METAL FOREST IS IN THE GREAT DOMED CAVERN THE LARGEST IN ALL OUR DOMINIONS REPLIED KALIKO
1272-135031-0016.flac,1272,John Rose,M,135031,King Kaliko,956,Tik-Tok of Oz,0016,2.25,2.28,0.038,mutagen_accurate,14.0,2,2,0.88,48986,dev-clean,KALIKO HESITATED,KALIKO HESITATED
1272-135031-0017.flac,1272,John Rose,M,135031,King Kaliko,956,Tik-Tok of Oz,0017,2.25,6.86,0.114,mutagen_accurate,50.1,16,16,2.33,139768,dev-clean,HOWEVER IF WE LOOK SHARP WE MAY BE ABLE TO DISCOVER ONE OF THESE SECRET WAYS,HOWEVER IF WE LOOK SHARP WE MAY BE ABLE TO DISCOVER ONE OF THESE SECRET WAYS
1272-135031-0018.flac,1272,John Rose,M,135031,King Kaliko,956,Tik-Tok of Oz,0018,2.25,2.44,0.041,mutagen_accurate,22.0,7,7,2.87,55006,dev-clean,OH NO I'M QUITE SURE HE DIDN'T,OH NO I'M QUITE SURE HE DIDN'T
1272-135031-0019.flac,1272,John Rose,M,135031,King Kaliko,956,Tik-Tok of Oz,0019,2.25,3.52,0.059,mutagen_accurate,76.0,5,5,1.42,76027,dev-clean,THAT'S FUNNY REMARKED BETSY THOUGHTFULLY,THAT'S FUNNY REMARKED BETSY THOUGHTFULLY
1272-135031-0020.flac,1272,John Rose,M,135031,King Kaliko,956,Tik-Tok of Oz,0020,2.25,4.65,0.077,mutagen_accurate,25.3,13,13,2.8,97534,dev-clean,I DON'T BELIEVE ANN KNEW ANY MAGIC OR SHE'D HAVE WORKED IT BEFORE,I DON'T BELIEVE ANN KNEW ANY MAGIC OR SHE'D HAVE WORKED IT BEFORE
1272-135031-0021.flac,1272,John Rose,M,135031,King Kaliko,956,Tik-Tok of Oz,0021,2.25,2.6,0.043,mutagen_accurate,30.0,6,6,2.31,58793,dev-clean,I DO NOT KNOW CONFESSED SHAGGY,I DO NOT KNOW CONFESSED SHAGGY
1272-135031-0022.flac,1272,John Rose,M,135031,King Kaliko,956,Tik-Tok of Oz,0022,2.25,2.69,0.045,mutagen_accurate,34.5,3,3,1.12,55441,dev-clean,TRUE AGREED KALIKO,TRUE AGREED KALIKO
1272-135031-0023.flac,1272,John Rose,M,135031,King Kaliko,956,Tik-Tok of Oz,0023,2.25,7.52,0.125,mutagen_accurate,19.6,22,22,2.93,154022,dev-clean,KALIKO WENT TO THE BIG GONG AND POUNDED ON IT JUST AS RUGGEDO USED TO DO BUT NO ONE ANSWERED THE SUM,KALIKO WENT TO THE BIG GONG AND POUNDED ON IT JUST AS RUGGEDO USED TO DO BUT NO ONE ANSWERED THE SUMMONS
1272-135031-0024.flac,1272,John Rose,M,135031,King Kaliko,956,Tik-Tok of Oz,0024,2.25,14.47,0.241,mutagen_accurate,33.2,38,38,2.63,294376,dev-clean,HAVING RETURNED TO THE ROYAL CAVERN KALIKO FIRST POUNDED THE GONG AND THEN SAT IN THE THRONE WEARING,HAVING RETURNED TO THE ROYAL CAVERN KALIKO FIRST POUNDED THE GONG AND THEN SAT IN THE THRONE WEARING RUGGEDO'S DISCARDED RUBY CROWN AND HOLDING IN HIS HAND THE SCEPTRE WHICH RUGGEDO HAD SO OFTEN THROWN AT HIS HEAD
1272-141231-0000.flac,1272,John Rose,M,141231,Chapter 01,21873,Planet of the Damned,0000,3.35,4.65,0.077,mutagen_accurate,80.9,9,9,1.94,94321,dev-clean,A MAN SAID TO THE UNIVERSE SIR I EXIST,A MAN SAID TO THE UNIVERSE SIR I EXIST
1272-141231-0001.flac,1272,John Rose,M,141231,Chapter 01,21873,Planet of the Damned,0001,3.35,6.54,0.109,mutagen_accurate,43.1,16,16,2.45,129876,dev-clean,SWEAT COVERED BRION'S BODY TRICKLING INTO THE TIGHT LOINCLOTH THAT WAS THE ONLY GARMENT HE WORE,SWEAT COVERED BRION'S BODY TRICKLING INTO THE TIGHT LOINCLOTH THAT WAS THE ONLY GARMENT HE WORE
1272-141231-0002.flac,1272,John Rose,M,141231,Chapter 01,21873,Planet of the Damned,0002,3.35,13.34,0.222,mutagen_accurate,50.6,31,31,2.32,265035,dev-clean,THE CUT ON HIS CHEST STILL DRIPPING BLOOD THE ACHE OF HIS OVERSTRAINED EYES EVEN THE SOARING ARENA A,THE CUT ON HIS CHEST STILL DRIPPING BLOOD THE ACHE OF HIS OVERSTRAINED EYES EVEN THE SOARING ARENA AROUND HIM WITH THE THOUSANDS OF SPECTATORS WERE TRIVIALITIES NOT WORTH THINKING ABOUT
1272-141231-0003.flac,1272,John Rose,M,141231,Chapter 01,21873,Planet of the Damned,0003,3.35,5.42,0.09,mutagen_accurate,26.3,15,15,2.77,110284,dev-clean,HIS INSTANT OF PANIC WAS FOLLOWED BY A SMALL SHARP BLOW HIGH ON HIS CHEST,HIS INSTANT OF PANIC WAS FOLLOWED BY A SMALL SHARP BLOW HIGH ON HIS CHEST
1272-141231-0004.flac,1272,John Rose,M,141231,Chapter 01,21873,Planet of the Damned,0004,3.35,5.09,0.085,mutagen_accurate,78.0,10,10,1.96,92877,dev-clean,ONE MINUTE A VOICE SAID AND THE TIME BUZZER SOUNDED,ONE MINUTE A VOICE SAID AND THE TIME BUZZER SOUNDED
1272-141231-0005.flac,1272,John Rose,M,141231,Chapter 01,21873,Planet of the Damned,0005,3.35,5.81,0.097,mutagen_accurate,13.0,18,18,3.1,120383,dev-clean,A MINUTE IS NOT A VERY LARGE MEASURE OF TIME AND HIS BODY NEEDED EVERY FRACTION OF IT,A MINUTE IS NOT A VERY LARGE MEASURE OF TIME AND HIS BODY NEEDED EVERY FRACTION OF IT
1272-141231-0006.flac,1272,John Rose,M,141231,Chapter 01,21873,Planet of the Damned,0006,3.35,4.93,0.082,mutagen_accurate,91.8,9,9,1.83,100219,dev-clean,THE BUZZER'S WHIRR TRIGGERED HIS MUSCLES INTO COMPLETE RELAXATION,THE BUZZER'S WHIRR TRIGGERED HIS MUSCLES INTO COMPLETE RELAXATION
1272-141231-0007.flac,1272,John Rose,M,141231,Chapter 01,21873,Planet of the Damned,0007,3.35,4.74,0.079,mutagen_accurate,38.2,12,12,2.53,92454,dev-clean,ONLY HIS HEART AND LUNGS WORKED ON AT A STRONG MEASURED RATE,ONLY HIS HEART AND LUNGS WORKED ON AT A STRONG MEASURED RATE
1272-141231-0008.flac,1272,John Rose,M,141231,Chapter 01,21873,Planet of the Damned,0008,3.35,4.59,0.076,mutagen_accurate,60.5,10,10,2.18,90731,dev-clean,HE WAS IN REVERIE SLIDING ALONG THE BORDERS OF CONSCIOUSNESS,HE WAS IN REVERIE SLIDING ALONG THE BORDERS OF CONSCIOUSNESS
1272-141231-0009.flac,1272,John Rose,M,141231,Chapter 01,21873,Planet of the Damned,0009,3.35,8.62,0.144,mutagen_accurate,67.7,18,18,2.09,167134,dev-clean,THE CONTESTANTS IN THE TWENTIES NEEDED UNDISTURBED REST THEREFORE NIGHTS IN THE DORMITORIES WERE AS ,THE CONTESTANTS IN THE TWENTIES NEEDED UNDISTURBED REST THEREFORE NIGHTS IN THE DORMITORIES WERE AS QUIET AS DEATH
1272-141231-0010.flac,1272,John Rose,M,141231,Chapter 01,21873,Planet of the Damned,0010,3.35,10.76,0.179,mutagen_accurate,56.9,24,24,2.23,203344,dev-clean,PARTICULARLY SO ON THIS LAST NIGHT WHEN ONLY TWO OF THE LITTLE CUBICLES WERE OCCUPIED THE THOUSANDS ,PARTICULARLY SO ON THIS LAST NIGHT WHEN ONLY TWO OF THE LITTLE CUBICLES WERE OCCUPIED THE THOUSANDS OF OTHERS STANDING WITH DARK EMPTY DOORS
1272-141231-0011.flac,1272,John Rose,M,141231,Chapter 01,21873,Planet of the Damned,0011,3.35,5.01,0.083,mutagen_accurate,46.1,12,12,2.4,104242,dev-clean,THE OTHER VOICE SNAPPED WITH A HARSH URGENCY CLEARLY USED TO COMMAND,THE OTHER VOICE SNAPPED WITH A HARSH URGENCY CLEARLY USED TO COMMAND
1272-141231-0012.flac,1272,John Rose,M,141231,Chapter 01,21873,Planet of the Damned,0012,3.35,7.74,0.129,mutagen_accurate,35.6,20,20,2.58,155005,dev-clean,I'M HERE BECAUSE THE MATTER IS OF UTMOST IMPORTANCE AND BRANDD IS THE ONE I MUST SEE NOW STAND ASIDE,I'M HERE BECAUSE THE MATTER IS OF UTMOST IMPORTANCE AND BRANDD IS THE ONE I MUST SEE NOW STAND ASIDE
1272-141231-0013.flac,1272,John Rose,M,141231,Chapter 01,21873,Planet of the Damned,0013,3.35,1.64,0.027,mutagen_accurate,18.0,2,2,1.22,36491,dev-clean,THE TWENTIES,THE TWENTIES
1272-141231-0014.flac,1272,John Rose,M,141231,Chapter 01,21873,Planet of the Damned,0014,3.35,7.3,0.122,mutagen_accurate,34.4,19,19,2.6,138313,dev-clean,HE MUST HAVE DRAWN HIS GUN BECAUSE THE INTRUDER SAID QUICKLY PUT THAT AWAY YOU'RE BEING A FOOL OUT,HE MUST HAVE DRAWN HIS GUN BECAUSE THE INTRUDER SAID QUICKLY PUT THAT AWAY YOU'RE BEING A FOOL OUT
1272-141231-0015.flac,1272,John Rose,M,141231,Chapter 01,21873,Planet of the Damned,0015,3.35,5.68,0.095,mutagen_accurate,65.6,12,12,2.11,111945,dev-clean,THERE WAS SILENCE THEN AND STILL WONDERING BRION WAS ONCE MORE ASLEEP,THERE WAS SILENCE THEN AND STILL WONDERING BRION WAS ONCE MORE ASLEEP
1272-141231-0016.flac,1272,John Rose,M,141231,Chapter 01,21873,Planet of the Damned,0016,3.35,1.85,0.031,mutagen_accurate,7.5,2,2,1.08,37052,dev-clean,TEN SECONDS,TEN SECONDS
1272-141231-0017.flac,1272,John Rose,M,141231,Chapter 01,21873,Planet of the Damned,0017,3.35,3.73,0.062,mutagen_accurate,30.4,10,10,2.68,79014,dev-clean,HE ASKED THE HANDLER WHO WAS KNEADING HIS ACHING MUSCLES,HE ASKED THE HANDLER WHO WAS KNEADING HIS ACHING MUSCLES
1272-141231-0018.flac,1272,John Rose,M,141231,Chapter 01,21873,Planet of the Damned,0018,3.35,6.0,0.1,mutagen_accurate,50.0,14,14,2.33,114528,dev-clean,A RED HAIRED MOUNTAIN OF A MAN WITH AN APPARENTLY INEXHAUSTIBLE STORE OF ENERGY,A RED HAIRED MOUNTAIN OF A MAN WITH AN APPARENTLY INEXHAUSTIBLE STORE OF ENERGY
1272-141231-0019.flac,1272,John Rose,M,141231,Chapter 01,21873,Planet of the Damned,0019,3.35,4.7,0.078,mutagen_accurate,26.7,13,13,2.77,99076,dev-clean,THERE COULD BE LITTLE ART IN THIS LAST AND FINAL ROUND OF FENCING,THERE COULD BE LITTLE ART IN THIS LAST AND FINAL ROUND OF FENCING
1272-141231-0020.flac,1272,John Rose,M,141231,Chapter 01,21873,Planet of the Damned,0020,3.35,4.32,0.072,mutagen_accurate,68.1,9,9,2.08,80864,dev-clean,JUST THRUST AND PARRY AND VICTORY TO THE STRONGER,JUST THRUST AND PARRY AND VICTORY TO THE STRONGER
1272-141231-0021.flac,1272,John Rose,M,141231,Chapter 01,21873,Planet of the Damned,0021,3.35,4.65,0.077,mutagen_accurate,48.1,11,11,2.37,92325,dev-clean,EVERY MAN WHO ENTERED THE TWENTIES HAD HIS OWN TRAINING TRICKS,EVERY MAN WHO ENTERED THE TWENTIES HAD HIS OWN TRAINING TRICKS
1272-141231-0022.flac,1272,John Rose,M,141231,Chapter 01,21873,Planet of the Damned,0022,3.35,8.35,0.139,mutagen_accurate,46.2,20,20,2.4,164782,dev-clean,THERE APPEARED TO BE AN IMMEDIATE ASSOCIATION WITH THE DEATH TRAUMA AS IF THE TWO WERE INEXTRICABLY ,THERE APPEARED TO BE AN IMMEDIATE ASSOCIATION WITH THE DEATH TRAUMA AS IF THE TWO WERE INEXTRICABLY LINKED INTO ONE
1272-141231-0023.flac,1272,John Rose,M,141231,Chapter 01,21873,Planet of the Damned,0023,3.35,8.66,0.144,mutagen_accurate,31.8,23,23,2.66,172969,dev-clean,THE STRENGTH THAT ENABLES SOMEONE IN A TRANCE TO HOLD HIS BODY STIFF AND UNSUPPORTED EXCEPT AT TWO P,THE STRENGTH THAT ENABLES SOMEONE IN A TRANCE TO HOLD HIS BODY STIFF AND UNSUPPORTED EXCEPT AT TWO POINTS THE HEAD AND HEELS
1272-141231-0024.flac,1272,John Rose,M,141231,Chapter 01,21873,Planet of the Damned,0024,3.35,3.64,0.061,mutagen_accurate,82.0,6,6,1.65,73997,dev-clean,THIS IS PHYSICALLY IMPOSSIBLE WHEN CONSCIOUS,THIS IS PHYSICALLY IMPOSSIBLE WHEN CONSCIOUS
1272-141231-0025.flac,1272,John Rose,M,141231,Chapter 01,21873,Planet of the Damned,0025,3.35,8.72,0.145,mutagen_accurate,52.7,20,20,2.29,171146,dev-clean,OTHERS HAD DIED BEFORE DURING THE TWENTIES AND DEATH DURING THE LAST ROUND WAS IN SOME WAYS EASIER T,OTHERS HAD DIED BEFORE DURING THE TWENTIES AND DEATH DURING THE LAST ROUND WAS IN SOME WAYS EASIER THAN DEFEAT
1272-141231-0026.flac,1272,John Rose,M,141231,Chapter 01,21873,Planet of the Damned,0026,3.35,6.63,0.111,mutagen_accurate,78.7,13,13,1.96,131676,dev-clean,BREATHING DEEPLY BRION SOFTLY SPOKE THE AUTO HYPNOTIC PHRASES THAT TRIGGERED THE PROCESS,BREATHING DEEPLY BRION SOFTLY SPOKE THE AUTO HYPNOTIC PHRASES THAT TRIGGERED THE PROCESS
1272-141231-0027.flac,1272,John Rose,M,141231,Chapter 01,21873,Planet of the Damned,0027,3.35,6.57,0.11,mutagen_accurate,43.8,16,16,2.44,129278,dev-clean,WHEN THE BUZZER SOUNDED HE PULLED HIS FOIL FROM HIS SECOND'S STARTLED GRASP AND RAN FORWARD,WHEN THE BUZZER SOUNDED HE PULLED HIS FOIL FROM HIS SECOND'S STARTLED GRASP AND RAN FORWARD
1272-141231-0028.flac,1272,John Rose,M,141231,Chapter 01,21873,Planet of the Damned,0028,3.35,5.65,0.094,mutagen_accurate,64.7,12,12,2.12,108857,dev-clean,IROLG LOOKED AMAZED AT THE SUDDEN FURY OF THE ATTACK THEN SMILED,IROLG LOOKED AMAZED AT THE SUDDEN FURY OF THE ATTACK THEN SMILED
